	DepTime	CRSDepTime	ArrTime	CRSArrTime	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Distance	TaxiIn	TaxiOut	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay
526484	1603.0	1530	2002.0	1910	179.0	160.0	131.0	52.0	33.0	1009	37.0	11.0	23.0	0.0	19.0	0.0	10.0
526550	1254.0	1150	1500.0	1420	126.0	150.0	110.0	40.0	64.0	802	5.0	11.0	40.0	0.0	0.0	0.0	0.0
526736	1820.0	1805	2047.0	2020	267.0	255.0	236.0	27.0	15.0	1652	5.0	26.0	15.0	0.0	12.0	0.0	0.0
526976	704.0	1410	1015.0	1705	131.0	115.0	79.0	1030.0	1014.0	678	7.0	45.0	1014.0	0.0	16.0	0.0	0.0
527069	1558.0	1235	1820.0	1500	142.0	145.0	118.0	200.0	203.0	802	14.0	10.0	3.0	0.0	0.0	0.0	197.0
527100	1647.0	1605	1829.0	1735	102.0	90.0	61.0	54.0	42.0	334	7.0	34.0	17.0	0.0	12.0	0.0	25.0
527158	1708.0	1640	2017.0	1959	129.0	139.0	105.0	18.0	28.0	740	9.0	15.0	10.0	0.0	0.0	0.0	8.0
527189	1951.0	1920	2210.0	2150	139.0	150.0	108.0	20.0	31.0	802	6.0	25.0	20.0	0.0	0.0	0.0	0.0
527251	1608.0	1510	1824.0	1729	136.0	139.0	118.0	55.0	58.0	802	11.0	7.0	27.0	0.0	0.0	0.0	28.0
527464	2042.0	2020	2329.0	2310	107.0	110.0	85.0	19.0	22.0	647	8.0	14.0	0.0	0.0	19.0	0.0	0.0
527491	1848.0	1825	2106.0	2045	138.0	140.0	113.0	21.0	23.0	802	6.0	19.0	17.0	0.0	0.0	0.0	4.0
527518	618.0	610	949.0	930	151.0	140.0	129.0	19.0	8.0	1046	5.0	17.0	8.0	0.0	11.0	0.0	0.0
527610	2100.0	1955	2320.0	2210	140.0	135.0	109.0	70.0	65.0	802	6.0	25.0	51.0	0.0	5.0	0.0	14.0
527723	1159.0	1130	1549.0	1510	170.0	160.0	125.0	39.0	29.0	1007	17.0	28.0	16.0	0.0	10.0	0.0	13.0
527754	1648.0	1605	2038.0	2005	170.0	180.0	145.0	33.0	43.0	1197	5.0	20.0	11.0	0.0	0.0	0.0	22.0
527890	832.0	755	1510.0	1400	278.0	245.0	207.0	70.0	37.0	1725	6.0	65.0	37.0	0.0	33.0	0.0	0.0
527921	1631.0	1500	1855.0	1730	264.0	270.0	241.0	85.0	91.0	1725	4.0	19.0	0.0	0.0	29.0	0.0	56.0
528169	1414.0	1155	1601.0	1325	107.0	90.0	70.0	156.0	139.0	337	9.0	28.0	0.0	0.0	156.0	0.0	0.0
528262	1927.0	1855	2028.0	1955	61.0	60.0	45.0	33.0	32.0	237	2.0	14.0	32.0	0.0	1.0	0.0	0.0
528324	1846.0	1825	5.0	2340	199.0	195.0	171.0	25.0	21.0	1438	16.0	12.0	13.0	0.0	4.0	0.0	8.0
528382	909.0	855	1418.0	1400	189.0	185.0	142.0	18.0	14.0	1235	30.0	17.0	13.0	0.0	4.0	0.0	1.0
528634	1411.0	1400	1933.0	1905	202.0	185.0	138.0	28.0	11.0	1235	48.0	16.0	0.0	0.0	28.0	0.0	0.0
528788	2017.0	1700	108.0	2155	171.0	175.0	136.0	193.0	197.0	1235	9.0	26.0	170.0	0.0	0.0	0.0	23.0
528849	852.0	745	1002.0	910	70.0	85.0	59.0	52.0	67.0	403	2.0	9.0	52.0	0.0	0.0	0.0	0.0
528880	210.0	100	719.0	610	189.0	190.0	169.0	69.0	70.0	1464	7.0	13.0	69.0	0.0	0.0	0.0	0.0
528911	2024.0	1935	2150.0	2105	146.0	150.0	131.0	45.0	49.0	880	4.0	11.0	0.0	0.0	0.0	0.0	45.0
528973	1915.0	1845	2219.0	2150	184.0	185.0	168.0	29.0	30.0	1258	5.0	11.0	29.0	0.0	0.0	0.0	0.0
529003	1902.0	1820	2023.0	1940	201.0	200.0	175.0	43.0	42.0	1235	6.0	20.0	42.0	0.0	1.0	0.0	0.0
529034	2010.0	1945	2132.0	2105	202.0	200.0	173.0	27.0	25.0	1235	14.0	15.0	15.0	0.0	2.0	0.0	10.0
529065	1716.0	1655	1910.0	1850	114.0	115.0	79.0	20.0	21.0	551	26.0	9.0	10.0	0.0	0.0	0.0	10.0
529154	1741.0	1730	2038.0	2015	177.0	165.0	115.0	23.0	11.0	852	46.0	16.0	11.0	0.0	12.0	0.0	0.0
529433	2311.0	2240	16.0	2359	185.0	199.0	159.0	17.0	31.0	1235	14.0	12.0	17.0	0.0	0.0	0.0	0.0
529464	1921.0	1855	2122.0	2105	181.0	190.0	162.0	17.0	26.0	1121	7.0	12.0	17.0	0.0	0.0	0.0	0.0
529495	1001.0	940	1125.0	1105	84.0	85.0	63.0	20.0	21.0	403	4.0	17.0	20.0	0.0	0.0	0.0	0.0
530814	1617.0	1610	1659.0	1644	42.0	34.0	23.0	15.0	7.0	100	3.0	16.0	15.0	0.0	0.0	0.0	0.0
531763	2042.0	2000	2112.0	2034	30.0	34.0	18.0	38.0	42.0	100	4.0	8.0	0.0	0.0	0.0	0.0	38.0
531887	1932.0	1850	2009.0	1927	37.0	37.0	23.0	42.0	42.0	100	5.0	9.0	42.0	0.0	0.0	0.0	0.0
533131	1724.0	1655	48.0	2355	324.0	300.0	308.0	53.0	29.0	2378	4.0	12.0	53.0	0.0	0.0	0.0	0.0
533199	1326.0	1310	2110.0	2037	344.0	327.0	329.0	33.0	16.0	2583	5.0	10.0	33.0	0.0	0.0	0.0	0.0
533230	2150.0	2125	2311.0	2250	81.0	85.0	70.0	21.0	25.0	415	4.0	7.0	0.0	0.0	0.0	0.0	21.0
534379	1302.0	1221	1528.0	1438	206.0	197.0	172.0	50.0	41.0	1216	9.0	25.0	41.0	0.0	9.0	0.0	0.0
534380	29.0	2355	117.0	53	48.0	58.0	40.0	24.0	34.0	261	2.0	6.0	3.0	0.0	0.0	0.0	21.0
534381	2240.0	2210	551.0	530	371.0	380.0	351.0	21.0	30.0	2777	4.0	16.0	21.0	0.0	0.0	0.0	0.0
534385	1050.0	1035	1258.0	1240	128.0	125.0	112.0	18.0	15.0	762	6.0	10.0	15.0	0.0	3.0	0.0	0.0
534389	740.0	730	1019.0	935	159.0	125.0	125.0	44.0	10.0	679	4.0	30.0	0.0	0.0	44.0	0.0	0.0
534390	19.0	2217	56.0	2259	37.0	42.0	22.0	117.0	122.0	95	5.0	10.0	2.0	0.0	0.0	0.0	115.0
534392	1807.0	1523	2006.0	1729	119.0	126.0	99.0	157.0	164.0	679	4.0	16.0	0.0	0.0	0.0	0.0	157.0
534393	1039.0	1033	1149.0	1134	70.0	61.0	44.0	15.0	6.0	199	6.0	20.0	0.0	0.0	9.0	0.0	6.0
534400	116.0	2118	316.0	2319	120.0	121.0	93.0	237.0	238.0	679	4.0	23.0	0.0	0.0	6.0	0.0	231.0
534408	2325.0	2116	51.0	2238	86.0	82.0	65.0	133.0	129.0	421	4.0	17.0	23.0	0.0	4.0	0.0	106.0
534409	127.0	2000	300.0	2140	93.0	100.0	76.0	320.0	327.0	550	3.0	14.0	2.0	0.0	0.0	0.0	318.0
534410	1259.0	1045	1551.0	1326	172.0	161.0	151.0	145.0	134.0	1050	3.0	18.0	134.0	0.0	11.0	0.0	0.0
534411	1645.0	1620	1920.0	1901	215.0	221.0	187.0	19.0	25.0	1449	6.0	22.0	19.0	0.0	0.0	0.0	0.0
534417	1542.0	1309	1730.0	1443	108.0	94.0	86.0	167.0	153.0	421	3.0	19.0	0.0	0.0	27.0	0.0	140.0
534420	2223.0	2143	728.0	635	365.0	352.0	343.0	53.0	40.0	2846	8.0	14.0	0.0	0.0	13.0	0.0	40.0
534423	2027.0	1958	2258.0	2214	151.0	136.0	127.0	44.0	29.0	933	4.0	20.0	29.0	0.0	15.0	0.0	0.0
534424	2003.0	1722	2153.0	1857	110.0	95.0	83.0	176.0	161.0	421	5.0	22.0	0.0	0.0	15.0	0.0	161.0
534425	1501.0	1455	1837.0	1820	156.0	145.0	132.0	17.0	6.0	1024	6.0	18.0	6.0	0.0	11.0	0.0	0.0
534433	1841.0	1753	2037.0	1942	116.0	109.0	95.0	55.0	48.0	605	10.0	11.0	0.0	0.0	7.0	0.0	48.0
534434	1713.0	1627	1931.0	1855	138.0	148.0	127.0	36.0	46.0	873	2.0	9.0	0.0	0.0	0.0	0.0	36.0
534435	1457.0	1232	1656.0	1429	119.0	117.0	92.0	147.0	145.0	671	14.0	13.0	145.0	0.0	2.0	0.0	0.0
534436	703.0	645	950.0	913	167.0	148.0	140.0	37.0	18.0	933	3.0	24.0	18.0	0.0	19.0	0.0	0.0
534438	2009.0	1922	2214.0	2128	125.0	126.0	95.0	46.0	47.0	679	7.0	23.0	10.0	0.0	0.0	0.0	36.0
534440	1352.0	1220	1623.0	1445	151.0	145.0	138.0	98.0	92.0	937	2.0	11.0	92.0	0.0	6.0	0.0	0.0
534441	1722.0	1629	1809.0	1725	47.0	56.0	39.0	44.0	53.0	261	1.0	7.0	5.0	0.0	0.0	0.0	39.0
534454	2157.0	2150	103.0	23	186.0	153.0	133.0	40.0	7.0	954	11.0	42.0	7.0	0.0	33.0	0.0	0.0
534456	1945.0	1825	2227.0	2036	162.0	131.0	126.0	111.0	80.0	679	16.0	20.0	0.0	0.0	111.0	0.0	0.0
534458	1251.0	1244	1542.0	1525	171.0	161.0	144.0	17.0	7.0	954	8.0	19.0	0.0	0.0	10.0	0.0	7.0
534461	759.0	740	1211.0	1139	192.0	179.0	162.0	32.0	19.0	1216	8.0	22.0	3.0	0.0	13.0	0.0	16.0
534463	1716.0	1527	1947.0	1804	151.0	157.0	133.0	103.0	109.0	937	5.0	13.0	12.0	0.0	0.0	0.0	91.0
534470	1959.0	1946	2207.0	2146	128.0	120.0	110.0	21.0	13.0	762	8.0	10.0	13.0	0.0	8.0	0.0	0.0
534471	1825.0	1753	2103.0	2041	218.0	228.0	182.0	22.0	32.0	1449	5.0	31.0	22.0	0.0	0.0	0.0	0.0
534474	2211.0	2025	24.0	2218	133.0	113.0	116.0	126.0	106.0	550	5.0	12.0	0.0	0.0	126.0	0.0	0.0
534479	1925.0	1900	2021.0	2005	116.0	125.0	97.0	16.0	25.0	680	5.0	14.0	16.0	0.0	0.0	0.0	0.0
534485	2024.0	1955	2214.0	2142	110.0	107.0	89.0	32.0	29.0	605	3.0	18.0	29.0	0.0	3.0	0.0	0.0
534488	624.0	615	822.0	758	118.0	103.0	98.0	24.0	9.0	569	3.0	17.0	9.0	0.0	15.0	0.0	0.0
534489	2111.0	2045	2302.0	2244	171.0	179.0	148.0	18.0	26.0	1107	7.0	16.0	0.0	0.0	0.0	0.0	18.0
534494	2044.0	1955	2326.0	2233	222.0	218.0	190.0	53.0	49.0	1449	5.0	27.0	49.0	0.0	4.0	0.0	0.0
534501	925.0	845	1235.0	1211	370.0	386.0	340.0	24.0	40.0	2553	7.0	23.0	0.0	0.0	0.0	24.0	0.0
534502	1956.0	1935	2242.0	2216	166.0	161.0	142.0	26.0	21.0	1050	2.0	22.0	21.0	0.0	5.0	0.0	0.0
534505	1459.0	1225	1736.0	1436	157.0	131.0	130.0	180.0	154.0	679	6.0	21.0	0.0	0.0	180.0	0.0	0.0
534509	726.0	640	1020.0	925	174.0	165.0	156.0	55.0	46.0	1050	3.0	15.0	46.0	0.0	9.0	0.0	0.0
534511	2144.0	2120	2.0	2341	138.0	141.0	118.0	21.0	24.0	866	8.0	12.0	0.0	0.0	0.0	0.0	21.0
534514	1520.0	1500	2324.0	2303	304.0	303.0	278.0	21.0	20.0	2401	14.0	12.0	20.0	0.0	1.0	0.0	0.0
534517	1816.0	1810	2130.0	2053	194.0	163.0	138.0	37.0	6.0	954	37.0	19.0	0.0	0.0	31.0	0.0	6.0
534519	2012.0	1935	2244.0	2155	152.0	140.0	133.0	49.0	37.0	859	7.0	12.0	10.0	0.0	12.0	0.0	27.0
534523	1201.0	1152	1439.0	1417	158.0	145.0	130.0	22.0	9.0	866	9.0	19.0	0.0	0.0	13.0	0.0	9.0
534525	955.0	912	1156.0	1125	121.0	133.0	89.0	31.0	43.0	679	12.0	20.0	31.0	0.0	0.0	0.0	0.0
534528	1625.0	1410	1852.0	1643	147.0	153.0	124.0	129.0	135.0	933	3.0	20.0	0.0	0.0	0.0	0.0	129.0
534529	2118.0	2040	2336.0	2313	138.0	153.0	122.0	23.0	38.0	834	3.0	13.0	23.0	0.0	0.0	0.0	0.0
534536	1719.0	1700	1859.0	1837	100.0	97.0	77.0	22.0	19.0	543	5.0	18.0	19.0	0.0	3.0	0.0	0.0
534539	2016.0	1942	2211.0	2145	115.0	123.0	98.0	26.0	34.0	671	5.0	12.0	0.0	0.0	0.0	0.0	26.0
534544	1029.0	830	1256.0	1047	147.0	137.0	120.0	129.0	119.0	679	5.0	22.0	0.0	0.0	129.0	0.0	0.0
534548	1731.0	1655	1938.0	1902	127.0	127.0	105.0	36.0	36.0	671	4.0	18.0	0.0	0.0	0.0	0.0	36.0
534549	1848.0	1525	2105.0	1711	137.0	106.0	100.0	234.0	203.0	569	4.0	33.0	7.0	0.0	31.0	0.0	196.0
534551	2201.0	2055	35.0	2327	154.0	152.0	130.0	68.0	66.0	954	9.0	15.0	66.0	0.0	2.0	0.0	0.0
534557	2059.0	2015	2318.0	2225	139.0	130.0	116.0	53.0	44.0	834	8.0	15.0	20.0	0.0	9.0	0.0	24.0
534559	2027.0	1939	2307.0	2220	160.0	161.0	138.0	47.0	48.0	978	8.0	14.0	0.0	0.0	0.0	0.0	47.0
534574	2109.0	2040	2350.0	2323	221.0	223.0	189.0	27.0	29.0	1449	5.0	27.0	27.0	0.0	0.0	0.0	0.0
534576	1355.0	1335	1608.0	1543	133.0	128.0	114.0	25.0	20.0	762	7.0	12.0	20.0	0.0	5.0	0.0	0.0
534577	1620.0	1610	1901.0	1833	161.0	143.0	136.0	28.0	10.0	933	4.0	21.0	10.0	0.0	18.0	0.0	0.0
534583	804.0	745	1038.0	1014	154.0	149.0	135.0	24.0	19.0	859	5.0	14.0	19.0	0.0	5.0	0.0	0.0
534595	2028.0	1940	2129.0	2048	61.0	68.0	46.0	41.0	48.0	224	7.0	8.0	0.0	0.0	0.0	0.0	41.0
534596	1637.0	1620	2038.0	2005	181.0	165.0	149.0	33.0	17.0	1107	6.0	26.0	17.0	0.0	16.0	0.0	0.0
534603	1620.0	1610	1946.0	1930	386.0	380.0	364.0	16.0	10.0	2537	3.0	19.0	10.0	0.0	6.0	0.0	0.0
534604	2009.0	1951	31.0	10	202.0	199.0	178.0	21.0	18.0	1449	4.0	20.0	0.0	0.0	3.0	0.0	18.0
534607	1556.0	1528	1845.0	1815	169.0	167.0	144.0	30.0	28.0	987	18.0	7.0	1.0	0.0	2.0	0.0	27.0
534615	1055.0	1005	1320.0	1245	145.0	160.0	125.0	35.0	50.0	933	3.0	17.0	0.0	0.0	0.0	0.0	35.0
534616	2145.0	2126	2242.0	2225	57.0	59.0	39.0	17.0	19.0	261	3.0	15.0	17.0	0.0	0.0	0.0	0.0
534618	817.0	800	1126.0	1110	369.0	370.0	349.0	16.0	17.0	2534	3.0	17.0	0.0	0.0	16.0	0.0	0.0
534621	1150.0	810	1521.0	1155	391.0	405.0	362.0	206.0	220.0	2724	6.0	23.0	0.0	0.0	0.0	0.0	206.0
534622	2115.0	2045	7.0	2331	172.0	166.0	151.0	36.0	30.0	1050	2.0	19.0	0.0	0.0	6.0	0.0	30.0
534629	2127.0	2015	2313.0	2205	106.0	110.0	82.0	68.0	72.0	571	6.0	18.0	68.0	0.0	0.0	0.0	0.0
534630	1254.0	1200	1500.0	1359	126.0	119.0	94.0	61.0	54.0	679	6.0	26.0	54.0	0.0	7.0	0.0	0.0
534636	1848.0	1800	1944.0	1858	56.0	58.0	41.0	46.0	48.0	224	3.0	12.0	15.0	0.0	0.0	0.0	31.0
534638	1404.0	1325	1637.0	1547	153.0	142.0	135.0	50.0	39.0	873	5.0	13.0	8.0	0.0	11.0	0.0	31.0
534644	1915.0	1855	2254.0	2227	159.0	152.0	134.0	27.0	20.0	1024	7.0	18.0	20.0	0.0	7.0	0.0	0.0
534645	1609.0	1300	1811.0	1443	122.0	103.0	81.0	208.0	189.0	550	3.0	38.0	0.0	0.0	19.0	0.0	189.0
534646	1433.0	1415	1605.0	1543	92.0	88.0	72.0	22.0	18.0	371	6.0	14.0	0.0	0.0	6.0	0.0	16.0
534651	839.0	805	1016.0	929	97.0	84.0	55.0	47.0	34.0	337	11.0	31.0	34.0	0.0	13.0	0.0	0.0
534652	1318.0	1100	1454.0	1227	96.0	87.0	66.0	147.0	138.0	421	5.0	25.0	21.0	0.0	9.0	0.0	117.0
534655	1737.0	1530	2004.0	1819	207.0	229.0	191.0	105.0	127.0	1533	6.0	10.0	105.0	0.0	0.0	0.0	0.0
534663	2018.0	1940	2246.0	2214	148.0	154.0	128.0	32.0	38.0	954	6.0	14.0	32.0	0.0	0.0	0.0	0.0
534668	1352.0	1345	1736.0	1704	164.0	139.0	123.0	32.0	7.0	909	9.0	32.0	7.0	0.0	25.0	0.0	0.0
534679	1524.0	1433	1638.0	1544	74.0	71.0	56.0	54.0	51.0	399	10.0	8.0	51.0	0.0	3.0	0.0	0.0
534687	1002.0	945	1210.0	1146	128.0	121.0	114.0	24.0	17.0	671	3.0	11.0	17.0	0.0	7.0	0.0	0.0
534689	1830.0	1800	2102.0	2038	152.0	158.0	134.0	24.0	30.0	937	4.0	14.0	0.0	0.0	0.0	0.0	24.0
534693	2056.0	2021	2213.0	2143	77.0	82.0	72.0	30.0	35.0	503	2.0	3.0	0.0	0.0	0.0	0.0	30.0
534695	1137.0	1115	1723.0	1658	226.0	223.0	195.0	25.0	22.0	1660	13.0	18.0	3.0	0.0	3.0	0.0	19.0
534697	1614.0	1530	1807.0	1712	113.0	102.0	95.0	55.0	44.0	605	3.0	15.0	44.0	0.0	11.0	0.0	0.0
534699	946.0	931	1041.0	1019	55.0	48.0	41.0	22.0	15.0	204	8.0	6.0	0.0	0.0	7.0	7.0	8.0
534703	1514.0	1500	1751.0	1721	157.0	141.0	140.0	30.0	14.0	937	1.0	16.0	14.0	0.0	16.0	0.0	0.0
534704	1759.0	1701	2047.0	2005	168.0	184.0	153.0	42.0	58.0	1050	4.0	11.0	0.0	0.0	0.0	0.0	42.0
534707	2128.0	1926	2347.0	2146	139.0	140.0	116.0	121.0	122.0	838	5.0	18.0	121.0	0.0	0.0	0.0	0.0
534708	1350.0	1125	1551.0	1309	121.0	104.0	100.0	162.0	145.0	550	5.0	16.0	0.0	0.0	162.0	0.0	0.0
534712	149.0	115	614.0	545	205.0	210.0	179.0	29.0	34.0	1449	8.0	18.0	29.0	0.0	0.0	0.0	0.0
534718	1930.0	1723	2101.0	1848	91.0	85.0	73.0	133.0	127.0	479	3.0	15.0	8.0	0.0	6.0	0.0	119.0
534722	2036.0	1910	2133.0	2014	57.0	64.0	44.0	79.0	86.0	261	5.0	8.0	0.0	0.0	0.0	0.0	79.0
534723	1842.0	1805	2008.0	1936	86.0	91.0	75.0	32.0	37.0	503	3.0	8.0	0.0	0.0	0.0	0.0	32.0
534745	1248.0	1010	1529.0	1220	161.0	130.0	126.0	189.0	158.0	679	5.0	30.0	0.0	0.0	189.0	0.0	0.0
534752	1913.0	1830	2053.0	2014	100.0	104.0	76.0	39.0	43.0	550	4.0	20.0	0.0	0.0	11.0	0.0	28.0
534755	1813.0	1516	1938.0	1639	85.0	83.0	61.0	179.0	177.0	421	5.0	19.0	2.0	0.0	2.0	0.0	175.0
534756	221.0	205	701.0	620	220.0	195.0	180.0	41.0	16.0	1449	7.0	33.0	16.0	0.0	25.0	0.0	0.0
534765	1612.0	1546	1840.0	1755	148.0	129.0	113.0	45.0	26.0	679	5.0	30.0	0.0	0.0	19.0	0.0	26.0
534767	2133.0	1928	2254.0	2058	81.0	90.0	66.0	116.0	125.0	479	3.0	12.0	0.0	0.0	0.0	0.0	116.0
534769	1240.0	1214	1520.0	1448	160.0	154.0	139.0	32.0	26.0	987	3.0	18.0	4.0	0.0	6.0	0.0	22.0
534785	750.0	740	1117.0	1052	387.0	372.0	345.0	25.0	10.0	2401	4.0	38.0	0.0	10.0	15.0	0.0	0.0
534786	1918.0	1837	2122.0	2043	124.0	126.0	98.0	39.0	41.0	679	6.0	20.0	0.0	0.0	0.0	0.0	39.0
534791	1338.0	1330	1634.0	1610	176.0	160.0	146.0	24.0	8.0	978	7.0	23.0	8.0	0.0	16.0	0.0	0.0
534792	2245.0	2055	7.0	2218	82.0	83.0	68.0	109.0	110.0	337	4.0	10.0	0.0	0.0	109.0	0.0	0.0
547477	2041.0	1855	2251.0	2110	130.0	135.0	99.0	101.0	106.0	728	7.0	24.0	101.0	0.0	0.0	0.0	0.0
547489	1704.0	1605	1832.0	1753	88.0	108.0	67.0	39.0	59.0	413	4.0	17.0	3.0	0.0	0.0	0.0	36.0
547490	1907.0	1835	2046.0	2021	99.0	106.0	71.0	25.0	32.0	413	4.0	24.0	25.0	0.0	0.0	0.0	0.0
547493	1032.0	945	1137.0	1059	65.0	74.0	43.0	38.0	47.0	187	7.0	15.0	38.0	0.0	0.0	0.0	0.0
547496	1528.0	1505	1639.0	1620	71.0	75.0	45.0	19.0	23.0	187	3.0	23.0	4.0	0.0	0.0	0.0	15.0
547501	1712.0	1705	2053.0	2035	401.0	390.0	366.0	18.0	7.0	2602	10.0	25.0	1.0	0.0	11.0	0.0	6.0
547508	1948.0	1915	2339.0	2257	411.0	402.0	385.0	42.0	33.0	2693	3.0	23.0	33.0	0.0	9.0	0.0	0.0
547510	1320.0	1150	1618.0	1500	178.0	190.0	154.0	78.0	90.0	1197	3.0	21.0	14.0	0.0	0.0	0.0	64.0
547513	1807.0	1620	2001.0	1808	114.0	108.0	77.0	113.0	107.0	496	6.0	31.0	53.0	0.0	6.0	0.0	54.0
547516	1512.0	1425	1647.0	1615	95.0	110.0	74.0	32.0	47.0	474	6.0	15.0	32.0	0.0	0.0	0.0	0.0
547523	1710.0	1700	2041.0	2010	391.0	370.0	356.0	31.0	10.0	2588	6.0	29.0	10.0	0.0	21.0	0.0	0.0
547524	1825.0	1815	2152.0	2135	387.0	380.0	357.0	17.0	10.0	2496	5.0	25.0	0.0	0.0	7.0	0.0	10.0
547525	1314.0	1100	1659.0	1440	405.0	400.0	380.0	139.0	134.0	2704	6.0	19.0	0.0	0.0	139.0	0.0	0.0
547531	2101.0	1940	2358.0	2250	177.0	190.0	157.0	68.0	81.0	1185	4.0	16.0	10.0	0.0	0.0	0.0	58.0
547535	1520.0	1445	1651.0	1605	91.0	80.0	69.0	46.0	35.0	267	3.0	19.0	7.0	0.0	11.0	0.0	28.0
547536	1901.0	1845	2035.0	2017	94.0	92.0	64.0	18.0	16.0	267	12.0	18.0	0.0	0.0	2.0	0.0	16.0
547540	806.0	700	934.0	820	88.0	80.0	64.0	74.0	66.0	396	4.0	20.0	66.0	0.0	8.0	0.0	0.0
547541	1841.0	1835	2042.0	2005	121.0	90.0	67.0	37.0	6.0	396	11.0	43.0	0.0	5.0	31.0	0.0	1.0
547550	1732.0	1705	1848.0	1830	76.0	85.0	58.0	18.0	27.0	301	7.0	11.0	0.0	3.0	0.0	0.0	15.0
547558	2033.0	1945	2227.0	2140	114.0	115.0	79.0	47.0	48.0	541	4.0	31.0	10.0	0.0	0.0	0.0	37.0
547560	1029.0	945	1225.0	1144	116.0	119.0	89.0	41.0	44.0	541	3.0	24.0	2.0	0.0	0.0	0.0	39.0
547561	1325.0	1250	1532.0	1452	127.0	122.0	88.0	40.0	35.0	541	8.0	31.0	11.0	0.0	5.0	0.0	24.0
547567	1329.0	1310	1910.0	1854	221.0	224.0	202.0	16.0	19.0	1626	6.0	13.0	0.0	0.0	0.0	0.0	16.0
547568	117.0	55	657.0	624	220.0	209.0	200.0	33.0	22.0	1626	3.0	17.0	0.0	0.0	11.0	0.0	22.0
547573	2131.0	2050	37.0	2352	186.0	182.0	142.0	45.0	41.0	1065	3.0	41.0	4.0	0.0	4.0	0.0	37.0
547577	1841.0	1805	2125.0	2100	164.0	175.0	125.0	25.0	36.0	938	7.0	32.0	0.0	0.0	0.0	0.0	25.0
547580	1924.0	1815	2205.0	2114	161.0	179.0	132.0	51.0	69.0	1024	3.0	26.0	0.0	0.0	0.0	0.0	51.0
547584	858.0	800	1224.0	1108	206.0	188.0	181.0	76.0	58.0	1237	3.0	22.0	10.0	0.0	18.0	0.0	48.0
547587	1923.0	1905	2303.0	2214	220.0	189.0	171.0	49.0	18.0	1237	4.0	45.0	12.0	0.0	31.0	0.0	6.0
547588	2124.0	2100	33.0	2359	189.0	179.0	167.0	34.0	24.0	1237	5.0	17.0	24.0	0.0	10.0	0.0	0.0
547592	946.0	935	1249.0	1228	183.0	173.0	160.0	21.0	11.0	1065	6.0	17.0	11.0	0.0	10.0	0.0	0.0
547594	1713.0	1705	2047.0	2008	214.0	183.0	187.0	39.0	8.0	1065	15.0	12.0	8.0	0.0	31.0	0.0	0.0
547601	1447.0	1405	1710.0	1635	143.0	150.0	131.0	35.0	42.0	901	4.0	8.0	35.0	0.0	0.0	0.0	0.0
547605	1346.0	1340	1651.0	1635	185.0	175.0	158.0	16.0	6.0	1069	4.0	23.0	6.0	0.0	10.0	0.0	0.0
547607	2131.0	1940	22.0	2218	171.0	158.0	148.0	124.0	111.0	1069	3.0	20.0	5.0	0.0	13.0	0.0	106.0
547608	1448.0	1440	1815.0	1732	207.0	172.0	174.0	43.0	8.0	1069	21.0	12.0	8.0	0.0	35.0	0.0	0.0
547612	2212.0	2115	52.0	2356	160.0	161.0	144.0	56.0	57.0	1069	3.0	13.0	7.0	0.0	0.0	0.0	49.0
547618	1929.0	1800	2228.0	2100	179.0	180.0	144.0	88.0	89.0	1076	3.0	32.0	12.0	0.0	0.0	0.0	76.0
547619	2038.0	2010	2327.0	2258	169.0	168.0	145.0	29.0	28.0	1076	7.0	17.0	11.0	0.0	1.0	0.0	17.0
547620	825.0	715	1116.0	955	351.0	340.0	321.0	81.0	70.0	2327	6.0	24.0	0.0	0.0	11.0	0.0	70.0
547621	1955.0	1845	2325.0	2209	390.0	384.0	363.0	76.0	70.0	2575	4.0	23.0	18.0	0.0	6.0	0.0	52.0
547623	1808.0	1615	2026.0	1825	138.0	130.0	115.0	121.0	113.0	805	3.0	20.0	47.0	0.0	8.0	0.0	66.0
547624	1340.0	1210	1649.0	1510	189.0	180.0	166.0	99.0	90.0	1119	5.0	18.0	12.0	0.0	9.0	0.0	78.0
547639	2211.0	2055	2336.0	2224	85.0	89.0	64.0	72.0	76.0	413	3.0	18.0	54.0	0.0	0.0	0.0	18.0
547641	1600.0	1440	1837.0	1720	157.0	160.0	125.0	77.0	80.0	901	6.0	26.0	76.0	0.0	0.0	0.0	1.0
547642	1031.0	1015	1312.0	1253	161.0	158.0	124.0	19.0	16.0	901	24.0	13.0	2.0	0.0	3.0	0.0	14.0
547646	1122.0	1050	1236.0	1203	74.0	73.0	52.0	33.0	32.0	228	5.0	17.0	14.0	0.0	1.0	0.0	18.0
547649	2050.0	1955	2256.0	2210	306.0	315.0	282.0	46.0	55.0	2066	9.0	15.0	1.0	0.0	0.0	0.0	45.0
547653	752.0	735	1009.0	950	137.0	135.0	104.0	19.0	17.0	758	8.0	25.0	17.0	0.0	2.0	0.0	0.0
547654	1908.0	1825	2116.0	2050	128.0	145.0	104.0	26.0	43.0	758	6.0	18.0	4.0	0.0	0.0	0.0	22.0
547657	1804.0	1730	2039.0	2009	335.0	339.0	313.0	30.0	34.0	2253	2.0	20.0	0.0	0.0	0.0	0.0	30.0
